sampledate,year,ave_air_temp_adjusted
1970-05-18,1970,18.3
1970-05-19,1970,20.9
1970-05-20,1970,19.8
1970-05-21,1970,24.2
1970-05-22,1970,19.7
1970-05-23,1970,14.8
1970-05-24,1970,18.9
1970-05-25,1970,17.5
1970-05-26,1970,11
1970-05-27,1970,8
1970-05-29,1970,19.9
1970-05-30,1970,20
1970-05-31,1970,21.3
1970-06-01,1970,19.3
1970-06-02,1970,13.8
1970-06-03,1970,12.6
1970-06-04,1970,14.3
1970-06-05,1970,17.6
1970-06-06,1970,18.3
1970-06-07,1970,22
1970-06-08,1970,22.8
1970-06-09,1970,22.6
1970-06-10,1970,23.1
1970-06-11,1970,24
1970-06-12,1970,21.9
1970-06-13,1970,20.1
1970-06-14,1970,19
1970-06-15,1970,19.4
1970-06-16,1970,23.4
1970-06-17,1970,24.2
1970-06-18,1970,19.4
1970-06-19,1970,14.2
1970-06-20,1970,12.5
1970-06-21,1970,16.4
1970-06-22,1970,20.1
1970-06-23,1970,21.5
1970-06-24,1970,21.2
1970-06-25,1970,15.1
1970-06-26,1970,14.3
1970-06-27,1970,18.8
1970-06-28,1970,22.2
1970-06-30,1970,28.4
1970-07-01,1970,26.3
1970-07-02,1970,25.5
1970-07-03,1970,20.6
1970-07-04,1970,16.2
1970-07-05,1970,17.8
1970-07-06,1970,20.8
1970-07-07,1970,24.7
1970-07-08,1970,20.1
1970-07-09,1970,19.1
1970-07-10,1970,21.9
1970-07-11,1970,23.9
1970-07-12,1970,25.6
1970-07-13,1970,25.5
1970-07-14,1970,24.7
1970-07-15,1970,20.9
1970-07-16,1970,22.2
1970-07-17,1970,24.4
1970-07-18,1970,18.5
1970-07-19,1970,16.9
1970-07-20,1970,15.5
1970-07-21,1970,16.8
1970-07-22,1970,18.5
1970-07-23,1970,18
1970-07-24,1970,20.9
1970-07-25,1970,24.7
1970-07-26,1970,25.9
1970-07-27,1970,25.1
1970-07-28,1970,24.7
1970-07-29,1970,22.7
1970-07-30,1970,24.9
1970-07-31,1970,24
1970-08-01,1970,20.7
1970-08-02,1970,22.6
1970-08-03,1970,18.5
1970-08-04,1970,16.9
1970-08-05,1970,19
1970-08-06,1970,20.1
1970-08-07,1970,20.2
1970-08-08,1970,20.1
1970-08-10,1970,21.7
1970-08-11,1970,21.2
1970-08-12,1970,21.4
1970-08-13,1970,23
1970-08-14,1970,24.4
1970-08-15,1970,24
1970-08-16,1970,20.8
1970-08-17,1970,20.3
1955-04-01,1955,8.5
1955-04-02,1955,9.2
1955-04-03,1955,5.3
1955-04-04,1955,4.4
1955-04-05,1955,8.3
1955-04-06,1955,5.9
1955-04-07,1955,3.7
1955-04-08,1955,10.5
1955-04-09,1955,14.4
1955-04-10,1955,16.5
1955-04-11,1955,11.1
1955-04-12,1955,13.6
1955-04-13,1955,13.9
1955-04-14,1955,10.7
1955-04-15,1955,9.7
1955-04-16,1955,13.2
1955-04-17,1955,12.6
1955-04-18,1955,12.9
1955-04-20,1955,14.9
1955-04-21,1955,14.8
1955-04-22,1955,10.9
1955-04-23,1955,8.4
1955-04-24,1955,6.9
1955-04-25,1955,12
1955-04-26,1955,11.5
1955-04-27,1955,13.2
1955-04-28,1955,13.5
1955-04-29,1955,13.3
1955-04-30,1955,15.1
1955-05-01,1955,17.7
1955-05-02,1955,20.4
1955-05-03,1955,21.9
1955-05-04,1955,19.2
1955-05-05,1955,14.4
1955-05-06,1955,15
1955-05-07,1955,13.7
1955-05-08,1955,7.7
1955-05-09,1955,4.5
1955-05-10,1955,10
1955-05-11,1955,16
1955-05-12,1955,15
1955-05-13,1955,16
1955-05-14,1955,15.5
1955-05-15,1955,15.1
1955-05-16,1955,12.8
1955-05-17,1955,10.2
1955-05-18,1955,15.1
1955-05-19,1955,19.4
1955-05-20,1955,17
1955-05-21,1955,18.5
1955-05-22,1955,18.6
1955-05-23,1955,21.8
1955-05-24,1955,15.6
1955-05-25,1955,10.2
1955-05-26,1955,12.2
1955-05-27,1955,19.5
1955-05-28,1955,15.3
1955-05-29,1955,11.9
1955-05-31,1955,16.1
1955-06-01,1955,17
1955-06-02,1955,16.2
1955-06-03,1955,21.2
1955-06-04,1955,21.4
1955-06-05,1955,19.3
1955-06-06,1955,16.1
1955-06-07,1955,15.3
1955-06-08,1955,14.3
1955-06-09,1955,10.1
1955-06-10,1955,12
1955-06-11,1955,12.3
1955-06-12,1955,8.8
1955-06-13,1955,11.5
1955-06-14,1955,16.3
1955-06-15,1955,18.4
1955-06-16,1955,19.7
1955-06-17,1955,20.3
1955-06-18,1955,22
1955-06-19,1955,20.2
1955-06-20,1955,22.9
1955-06-21,1955,20.5
1955-06-22,1955,18.2
1955-06-23,1955,17.3
1955-06-24,1955,18.5
1955-06-25,1955,17.5
1955-06-26,1955,18.1
1955-06-28,1955,20.9
1955-06-29,1955,21.9
1955-06-30,1955,24.3
1955-07-01,1955,25.5
1955-07-02,1955,24.1
1955-07-03,1955,27
1955-07-04,1955,27.2
1955-07-05,1955,24.1
1955-07-06,1955,23.6
1955-07-07,1955,24.8
1955-07-08,1955,26.4
1955-07-09,1955,22.8
1955-07-10,1955,20.2
1955-07-11,1955,19.4
1955-07-12,1955,20.6
1955-07-13,1955,22.3
1955-07-14,1955,25.1
1955-07-15,1955,23.4
1955-07-16,1955,20.8
1955-07-17,1955,22.1
1955-07-18,1955,24.1
1955-07-19,1955,24.2
1955-07-20,1955,25
1955-07-21,1955,26
1955-07-22,1955,25.5
1955-07-23,1955,22.9
1955-07-24,1955,19.2
1955-07-25,1955,21.4
1955-07-27,1955,28.6
1955-07-28,1955,25.3
1955-07-29,1955,26.1
1955-07-30,1955,26.2
1955-07-31,1955,23.6
1955-08-01,1955,25.6
1955-08-02,1955,26.6
1955-08-03,1955,26.6
1960-06-19,1960,20.7
1960-06-20,1960,14.5
1960-06-21,1960,16.4
1960-06-22,1960,19.5
1960-06-23,1960,16.6
1960-06-24,1960,17.2
1960-06-25,1960,18.4
1960-06-26,1960,21.7
1960-06-27,1960,23.3
1960-06-28,1960,21.6
1960-06-29,1960,23.1
1960-07-01,1960,17.6
1960-07-02,1960,19.7
1960-07-03,1960,18.6
1960-07-04,1960,16.2
1960-07-05,1960,16.2
1960-07-06,1960,18.3
1960-07-07,1960,20
1960-07-08,1960,22.2
1960-07-09,1960,20
1960-07-10,1960,17.2
1960-07-11,1960,20.9
1960-07-12,1960,22.8
1960-07-13,1960,19.9
1960-07-14,1960,16.1
1960-07-15,1960,19.2
1960-07-16,1960,21.4
1960-07-17,1960,23.3
1960-07-18,1960,21.5
1960-07-19,1960,21.6
1960-07-20,1960,18.1
1960-07-21,1960,24.2
1960-07-22,1960,25.4
1960-07-23,1960,21.6
1960-07-24,1960,21.6
1960-07-25,1960,23.5
1960-07-26,1960,23
1960-07-27,1960,22.9
1960-07-28,1960,23.4
1960-07-29,1960,24.6
1960-07-30,1960,19.7
1960-07-31,1960,18.9
1960-08-01,1960,21.8
1960-08-03,1960,21.5
1960-08-04,1960,20.5
1960-08-05,1960,20.4
1960-08-06,1960,23.5
1960-08-07,1960,23.6
1960-08-08,1960,21.9
1960-08-09,1960,18.9
1960-08-10,1960,16.4
1960-08-11,1960,18.4
1960-08-12,1960,21.5
1960-08-13,1960,22.5
1960-08-14,1960,15.2
1960-08-15,1960,14.4
1960-08-16,1960,18.1
1960-08-17,1960,21.2
1960-08-18,1960,22.2
1960-08-19,1960,21.9
1960-08-20,1960,20.6
1960-08-21,1960,20.2
1960-08-22,1960,21.4
1960-08-23,1960,19.5
1960-08-24,1960,20
1960-08-25,1960,22.6
1960-08-26,1960,22.6
1960-08-27,1960,22.1
1960-08-28,1960,24.8
1960-08-29,1960,21
1960-08-30,1960,22.4
1960-08-31,1960,26
1960-09-01,1960,26.5
1960-09-02,1960,24.7
1960-09-03,1960,26.8
1960-09-04,1960,25.7
1960-09-05,1960,23.9
1960-09-06,1960,27
1960-09-07,1960,27.5
1960-09-08,1960,26
1960-09-09,1960,17.9
1960-09-10,1960,16
1960-09-11,1960,17.8
1960-09-13,1960,14.8
1960-09-14,1960,14.6
1960-09-15,1960,16
1960-09-16,1960,15.5
1960-09-17,1960,18.7
1960-09-18,1960,13.9
1960-09-19,1960,14.7
1960-09-20,1960,15.3
1960-09-21,1960,14.6
1960-09-22,1960,16.7
1960-09-23,1960,14.7
1960-09-24,1960,18.5
1960-09-25,1960,15.3
1960-09-26,1960,16.4
1960-09-27,1960,14.1
1960-09-28,1960,13.3
1960-09-29,1960,11.4
1960-09-30,1960,9
1960-10-01,1960,11.2
1960-10-02,1960,12
1960-10-03,1960,9.1
1960-10-04,1960,11.9
1960-10-05,1960,16.8
1960-10-06,1960,11.5
1960-10-07,1960,10.5
1960-10-08,1960,11.7
1960-10-09,1960,10.7
1960-10-10,1960,14.6
1960-10-11,1960,17.4
1960-10-13,1960,18.7
1960-10-14,1960,15.5
1960-10-15,1960,10.6
1960-10-16,1960,9.6
1960-10-17,1960,11.4
1960-10-18,1960,8.3
1960-10-19,1960,3.1
1960-10-20,1960,0.7
1960-10-21,1960,1.2
1965-05-17,1965,12.1
1965-05-18,1965,15
1965-05-19,1965,14
1965-05-20,1965,15.1
1965-05-21,1965,20.2
1965-05-22,1965,13.4
1965-05-23,1965,10.8
1965-05-24,1965,18
1965-05-25,1965,24
1965-05-26,1965,20.1
1965-05-27,1965,7.9
1965-05-28,1965,5.6
1965-05-29,1965,7.3
1965-05-30,1965,10.5
1965-05-31,1965,13.1
1965-06-01,1965,19.4
1965-06-02,1965,13.6
1965-06-03,1965,14.4
1965-06-04,1965,17
1965-06-05,1965,20.8
1965-06-06,1965,20.8
1965-06-07,1965,19.2
1965-06-08,1965,20.3
1965-06-09,1965,19.3
1965-06-10,1965,20.2
1965-06-11,1965,19.4
1965-06-13,1965,13.8
1965-06-14,1965,14.6
1965-06-15,1965,13.9
1965-06-16,1965,14.7
1965-06-17,1965,16
1965-06-18,1965,17.9
1965-06-19,1965,20.3
1965-06-20,1965,22.5
1965-06-21,1965,19.4
1965-06-22,1965,21.6
1965-06-23,1965,22.7
1965-06-24,1965,17.9
1965-06-25,1965,17.5
1965-06-26,1965,21.1
1965-06-27,1965,26.7
1965-06-28,1965,23.1
1965-06-29,1965,17.3
1965-06-30,1965,16.6
1965-07-01,1965,18.8
1965-07-02,1965,21.7
1965-07-03,1965,20.5
1965-07-04,1965,23.3
1965-07-05,1965,18.1
1965-07-06,1965,14.6
1965-07-07,1965,20.3
1965-07-08,1965,24
1965-07-09,1965,20.4
1965-07-10,1965,18.1
1965-07-11,1965,19.5
1965-07-12,1965,22.2
1965-07-13,1965,24.8
1965-07-14,1965,21.5
1965-07-15,1965,21
1965-07-16,1965,23.5
1965-07-17,1965,20.3
1965-07-19,1965,16.9
1965-07-20,1965,18.6
1965-07-21,1965,22.5
1965-07-22,1965,28.3
1965-07-23,1965,28.1
1965-07-24,1965,23.1
1965-07-25,1965,21.5
1965-07-26,1965,21
1965-07-27,1965,20.5
1965-07-28,1965,18.1
1965-07-29,1965,18
1965-07-30,1965,18.2
1965-07-31,1965,18.4
1965-08-01,1965,16.3
1965-08-02,1965,16
1965-08-03,1965,19.3
1965-08-04,1965,19.9
1965-08-05,1965,23.4
1965-08-06,1965,23.5
1965-08-07,1965,20.1
1965-08-08,1965,18.1
1965-08-09,1965,19.6
1965-08-10,1965,16.9
1965-08-11,1965,21
1965-08-12,1965,25
1965-08-13,1965,26.8
1965-08-14,1965,26.6
1965-08-15,1965,24.9
1965-08-16,1965,20.9
1965-08-17,1965,22.2
1965-08-18,1965,19.2
1965-08-19,1965,18.5
1965-08-21,1965,18.8
1965-08-22,1965,17.4
1965-08-23,1965,16.4
1965-08-24,1965,16.5
1965-08-25,1965,17.6
1965-08-26,1965,21.8
1965-08-27,1965,18.5
1965-08-28,1965,10.6
1965-08-29,1965,9.7
1965-08-30,1965,12.6
1965-08-31,1965,16.1
1965-09-01,1965,14
1965-09-02,1965,15.6
1965-09-03,1965,17.2
1965-09-04,1965,17.4
1965-09-05,1965,14.7
1965-09-06,1965,12.5
1965-09-07,1965,17.7
1965-09-08,1965,14.4
1965-09-09,1965,20.5
1965-09-10,1965,15.2
1965-09-11,1965,11
1965-09-12,1965,13.3
1965-09-13,1965,16.4
1965-09-14,1965,14
1965-09-15,1965,11.7
1965-09-16,1965,10.5
1965-09-17,1965,19.1
1970-12-19,1970,-4.3
1970-12-20,1970,-14.4
1970-12-21,1970,-9.1
1970-12-22,1970,-0.6
1970-12-23,1970,-6.5
1970-12-24,1970,-15.7
1970-12-25,1970,-13
1970-12-26,1970,-7.5
1970-12-27,1970,-11.2
1970-12-28,1970,-17.2
1970-12-29,1970,-11.2
1970-12-30,1970,-7
1970-12-31,1970,-3.3
1971-01-01,1971,0
1971-01-02,1971,-7.4
1971-01-03,1971,-3.7
1971-01-04,1971,-5.9
1971-01-05,1971,-19.6
1971-01-06,1971,-22.1
1971-01-07,1971,-21.4
1971-01-08,1971,-16.4
1971-01-09,1971,-5.3
1971-01-10,1971,-7.3
1971-01-11,1971,-9.8
1971-01-12,1971,-11
1971-01-13,1971,-4
1971-01-14,1971,-7.6
1971-01-15,1971,-16.4
1971-01-16,1971,-15.3
1971-01-17,1971,-21.3
1971-01-18,1971,-17.6
1971-01-19,1971,-19.2
1971-01-20,1971,-12
1971-01-21,1971,-1.7
1971-01-22,1971,-5.1
1971-01-23,1971,-6.3
1971-01-24,1971,-5
1971-01-25,1971,-3.8
1971-01-26,1971,-15.8
1971-01-27,1971,-20.5
1971-01-28,1971,-18.3
1971-01-29,1971,-9.4
1971-01-30,1971,-20.2
1971-01-31,1971,-22.6
1971-02-01,1971,-22.4
1971-02-02,1971,-18.1
1971-02-03,1971,-6.4
1971-02-04,1971,-0.5
1971-02-05,1971,-6
1971-02-06,1971,-13.5
1971-02-07,1971,-18.3
1971-02-08,1971,-21.9
1971-02-09,1971,-18.9
1971-02-10,1971,-7.4
1971-02-11,1971,-2.8
1971-02-12,1971,-9.3
1971-02-13,1971,-16.7
1971-02-14,1971,-9.2
1971-02-15,1971,-2.8
1971-02-16,1971,-0.3
1971-02-17,1971,2.3
1971-02-18,1971,2.2
1971-02-19,1971,2.4
1971-02-20,1971,-1.5
1971-02-21,1971,-3
1971-02-22,1971,-1.4
1971-02-23,1971,-1.7
1971-02-24,1971,-2.1
1971-02-25,1971,-0.6
1971-02-26,1971,4.2
1971-02-27,1971,-1.2
1971-02-28,1971,-3.1
1971-03-01,1971,-5.9
1971-03-02,1971,-8.1
1971-03-03,1971,-8.7
1971-03-04,1971,-3.8
1971-03-05,1971,0.6
1971-03-06,1971,-0.5
1971-03-07,1971,-4.6
1971-03-08,1971,-7.5
1971-03-09,1971,-6.4
1971-03-10,1971,-2.4
1971-03-11,1971,-1.1
1971-03-12,1971,1
1971-03-13,1971,2.3
1971-03-14,1971,9.1
1971-03-15,1971,0.3
1971-03-16,1971,-3.5
1971-03-17,1971,-1.2
1971-03-18,1971,0.2
1971-03-19,1971,-0.9
1971-03-20,1971,-2.2
1971-03-21,1971,-1
1971-03-22,1971,-4.5
1971-03-23,1971,-7.6
1971-03-24,1971,-7
1971-03-25,1971,-6.2
1971-03-26,1971,-2.8
1971-03-27,1971,3.5
1971-03-28,1971,3.2
1971-03-29,1971,-0.3
1971-03-30,1971,3.5
1971-03-31,1971,12.1
1971-04-01,1971,4.6
1971-04-02,1971,-4.2
1971-04-03,1971,-4.1
1971-04-04,1971,-2
1971-04-05,1971,0.6
1971-04-06,1971,4
1971-04-07,1971,8.9
1971-04-08,1971,12.2
1955-08-04,1955,26.9
1955-08-05,1955,24
1955-08-06,1955,23
1955-08-07,1955,19.3
1955-08-08,1955,16.7
1955-08-09,1955,19
1955-08-10,1955,22
1955-08-11,1955,20.1
1955-08-12,1955,19.5
1955-08-13,1955,19
1955-08-14,1955,20.5
1955-08-15,1955,23.7
1955-08-16,1955,24.9
1955-08-17,1955,25
1955-08-18,1955,26.9
1955-08-19,1955,27
1955-08-20,1955,28.4
1955-08-21,1955,27.6
1955-08-22,1955,20.8
1955-08-23,1955,19.2
1955-08-24,1955,19.7
1955-08-25,1955,23.3
1955-08-26,1955,24.6
1955-08-27,1955,23.6
1955-08-28,1955,26
1955-08-29,1955,22.7
1955-08-30,1955,16.7
1955-08-31,1955,14.7
1955-09-01,1955,14.8
1955-09-02,1955,16.4
1955-09-03,1955,16.9
1955-09-04,1955,21.2
1955-09-05,1955,18.4
1955-09-06,1955,19.4
1955-09-07,1955,14.6
1955-09-08,1955,14.5
1955-09-09,1955,24.4
1955-09-10,1955,16.3
1955-09-11,1955,10.3
1955-09-12,1955,11.9
1955-09-13,1955,14.2
1955-09-14,1955,20.4
1955-09-15,1955,18.1
1955-09-16,1955,23.6
1955-09-17,1955,24.5
1955-09-18,1955,25.1
1955-09-19,1955,20.1
1955-09-20,1955,14.9
1955-09-21,1955,14.1
1955-09-22,1955,15.9
1955-09-23,1955,15.5
1955-09-24,1955,9.1
1955-09-25,1955,10.4
1955-09-26,1955,11.4
1955-09-27,1955,15.2
1955-09-28,1955,14.3
1955-09-30,1955,9
1955-10-01,1955,9.5
1955-10-02,1955,12.8
1955-10-03,1955,15.9
1955-10-04,1955,17.5
1955-10-05,1955,18.1
1955-10-06,1955,17.3
1955-10-07,1955,10.6
1955-10-08,1955,11.6
1955-10-09,1955,15.9
1955-10-10,1955,17
1955-10-11,1955,17.3
1955-10-12,1955,13.5
1955-10-13,1955,9.8
1955-10-14,1955,5.8
1955-10-15,1955,4
1955-10-16,1955,5.8
1955-10-17,1955,8.4
1955-10-18,1955,6.5
1955-10-19,1955,6.8
1955-10-20,1955,11.2
1955-10-21,1955,6.8
1955-10-22,1955,7.2
1955-10-23,1955,9.8
1955-10-24,1955,2.9
1955-10-25,1955,7.6
1955-10-26,1955,12.7
1955-10-27,1955,13.5
1955-10-29,1955,3.4
1955-10-30,1955,1
1955-10-31,1955,3.9
1955-11-01,1955,7.1
1955-11-02,1955,1.2
1955-11-03,1955,-2.8
1955-11-04,1955,-1.5
1955-11-05,1955,6.7
1955-11-06,1955,-0.7
1955-11-07,1955,-2.1
1955-11-08,1955,0.6
1955-11-09,1955,0.7
1955-11-10,1955,5
1955-11-11,1955,6.8
1955-11-12,1955,3.4
1955-11-13,1955,4.5
1955-11-14,1955,-0.8
1955-11-15,1955,5.4
1955-11-16,1955,-6.1
1955-11-17,1955,-5.6
1955-11-18,1955,-3.8
1955-11-19,1955,-4.7
1955-11-20,1955,-0.7
1955-11-21,1955,-0.7
1955-11-22,1955,4.3
1955-11-23,1955,-1.3
1955-11-24,1955,-4.6
1955-11-25,1955,-1.1
1955-11-26,1955,-1.2
1955-11-27,1955,-7.8
1955-11-28,1955,-13.8
1955-11-29,1955,-7
1955-11-30,1955,-9.5
1955-12-01,1955,-5.9
1955-12-02,1955,-1.6
1960-10-22,1960,10.3
1960-10-23,1960,6.1
1960-10-24,1960,-0.2
1960-10-25,1960,4.2
1960-10-26,1960,7
1960-10-27,1960,6.9
1960-10-28,1960,7.4
1960-10-29,1960,10.1
1960-10-30,1960,10.6
1960-10-31,1960,9.8
1960-11-01,1960,4.6
1960-11-02,1960,4
1960-11-03,1960,5.7
1960-11-04,1960,5.6
1960-11-05,1960,1.7
1960-11-06,1960,-0.6
1960-11-07,1960,-0.3
1960-11-08,1960,4
1960-11-09,1960,-1
1960-11-10,1960,-2.5
1960-11-11,1960,0.2
1960-11-12,1960,2.7
1960-11-13,1960,4.8
1960-11-14,1960,10.6
1960-11-15,1960,14.2
1960-11-16,1960,5.9
1960-11-17,1960,2.6
1960-11-18,1960,2.2
1960-11-19,1960,3.5
1960-11-20,1960,4.7
1960-11-21,1960,6.1
1960-11-22,1960,3.1
1960-11-23,1960,0.5
1960-11-24,1960,3.7
1960-11-25,1960,2.9
1960-11-26,1960,8.4
1960-11-27,1960,5.8
1960-11-28,1960,5.8
1960-11-29,1960,-4.8
1960-11-30,1960,-7.2
1960-12-01,1960,-6.9
1960-12-02,1960,0.4
1960-12-03,1960,2.3
1960-12-04,1960,9.2
1960-12-05,1960,8.8
1960-12-06,1960,-2.8
1960-12-07,1960,-4.7
1960-12-08,1960,-8.7
1960-12-09,1960,-7.2
1960-12-10,1960,-3.3
1960-12-11,1960,-6.4
1960-12-12,1960,-10.6
1960-12-13,1960,-6
1960-12-14,1960,-1.3
1960-12-15,1960,-2.8
1960-12-16,1960,-7.3
1960-12-17,1960,-7
1960-12-18,1960,-3.8
1960-12-19,1960,-9.2
1960-12-20,1960,-10.3
1960-12-21,1960,-15.4
1960-12-22,1960,-18.2
1960-12-23,1960,-18
1960-12-24,1960,-10.8
1960-12-25,1960,-3.2
1960-12-26,1960,-5.2
1960-12-27,1960,-10.1
1960-12-28,1960,-8.7
1960-12-29,1960,-3
1960-12-30,1960,-2.1
1960-12-31,1960,-5.2
1961-01-01,1961,-4.3
1961-01-02,1961,-5.1
1961-01-03,1961,-14.2
1961-01-04,1961,-10.5
1961-01-05,1961,-5.5
1961-01-06,1961,0.5
1961-01-07,1961,1
1961-01-08,1961,-10.4
1961-01-09,1961,-8.7
1961-01-10,1961,-4.5
1961-01-11,1961,-3.9
1961-01-12,1961,1.1
1961-01-13,1961,2.5
1961-01-14,1961,-1.8
1961-01-15,1961,-2.1
1961-01-16,1961,-2.8
1961-01-17,1961,1.8
1961-01-18,1961,-4.1
1961-01-19,1961,-8.8
1961-01-20,1961,-13.6
1961-01-21,1961,-16.6
1961-01-22,1961,-18.6
1961-01-23,1961,-14.6
1961-01-24,1961,-19.4
1961-01-25,1961,-16.4
1961-01-26,1961,-12.9
1961-01-27,1961,-17.3
1961-01-28,1961,-11.4
1961-01-29,1961,-14.2
1961-01-30,1961,-11.4
1961-01-31,1961,-9.5
1961-02-01,1961,-10.8
1961-02-02,1961,-11.4
1961-02-03,1961,-10.2
1961-02-04,1961,-9.5
1961-02-05,1961,-8.2
1961-02-06,1961,-5
1961-02-07,1961,-5.4
1961-02-08,1961,-2.3
1961-02-09,1961,1.3
1961-02-10,1961,-1.3
1961-02-11,1961,-0.1
1961-02-12,1961,0
1961-02-13,1961,2
1965-09-18,1965,21.5
1965-09-19,1965,21.9
1965-09-21,1965,19
1965-09-22,1965,12.2
1965-09-23,1965,9.3
1965-09-24,1965,7.2
1965-09-25,1965,11.8
1965-09-26,1965,3.8
1965-09-27,1965,5.4
1965-09-28,1965,13.5
1965-09-29,1965,15.3
1965-09-30,1965,15.7
1965-10-01,1965,10.2
1965-10-02,1965,14.3
1965-10-03,1965,7.8
1965-10-04,1965,3.8
1965-10-05,1965,5.4
1965-10-06,1965,11.8
1965-10-07,1965,10.4
1965-10-08,1965,9.4
1965-10-09,1965,9.4
1965-10-10,1965,11
1965-10-11,1965,9.4
1965-10-12,1965,5.9
1965-10-13,1965,5.1
1965-10-14,1965,10.6
1965-10-15,1965,12
1965-10-16,1965,14.3
1965-10-17,1965,18.8
1965-10-18,1965,17.9
1965-10-19,1965,16
1965-10-21,1965,7.6
1965-10-22,1965,6
1965-10-23,1965,5.4
1965-10-24,1965,4
1965-10-25,1965,8.9
1965-10-26,1965,7.8
1965-10-27,1965,7.2
1965-10-28,1965,1.3
1965-10-29,1965,3.9
1965-10-30,1965,10.3
1965-10-31,1965,9.4
1965-11-01,1965,5.9
1965-11-02,1965,8.5
1965-11-03,1965,13.1
1965-11-04,1965,1.9
1965-11-05,1965,6.2
1965-11-06,1965,12.1
1965-11-07,1965,9.4
1965-11-08,1965,6
1965-11-09,1965,-1.4
1965-11-10,1965,0.2
1965-11-11,1965,4.4
1965-11-12,1965,7.6
1965-11-13,1965,-0.1
1965-11-14,1965,-4.1
1965-11-15,1965,3.8
1965-11-16,1965,3.6
1965-11-17,1965,-2.8
1965-11-18,1965,-2.4
1965-11-19,1965,-1.3
1965-11-20,1965,2.6
1965-11-21,1965,2.2
1965-11-22,1965,5.8
1965-11-23,1965,0.2
1965-11-24,1965,1.2
1965-11-25,1965,2.7
1965-11-27,1965,-4.9
1965-11-28,1965,-7.1
1965-11-29,1965,-3.9
1965-11-30,1965,-6
1965-12-01,1965,1.3
1965-12-02,1965,1.7
1965-12-03,1965,1.7
1965-12-04,1965,-0.8
1965-12-05,1965,1.8
1965-12-06,1965,-3
1965-12-07,1965,-1.1
1965-12-08,1965,0.2
1965-12-09,1965,-2.2
1965-12-10,1965,1.7
1965-12-11,1965,5.8
1965-12-12,1965,9.5
1965-12-13,1965,1
1965-12-14,1965,-1.7
1965-12-15,1965,-3.7
1965-12-16,1965,-4.1
1965-12-17,1965,-4.3
1965-12-18,1965,-4.4
1965-12-19,1965,-6.4
1965-12-20,1965,-1.3
1965-12-21,1965,-2.6
1965-12-22,1965,-1.8
1965-12-23,1965,4.5
1965-12-25,1965,-4
1965-12-26,1965,-7.2
1965-12-27,1965,-8.6
1965-12-28,1965,-7.9
1965-12-29,1965,1.7
1965-12-30,1965,5.5
1965-12-31,1965,4.4
1966-01-01,1966,-1.8
1966-01-02,1966,-1
1966-01-03,1966,-4.8
1966-01-04,1966,-0.3
1966-01-05,1966,-2
1966-01-06,1966,-5.8
1966-01-07,1966,-15.5
1966-01-08,1966,-14.8
1966-01-09,1966,-1.4
1966-01-10,1966,-12.9
1966-01-11,1966,-13.2
1966-01-12,1966,-4.6
1966-01-13,1966,-6.3
1966-01-14,1966,-11
1966-01-15,1966,-13.1
1966-01-16,1966,-13.8
1969-12-24,1969,-12.9
1969-12-25,1969,-5.8
1969-12-26,1969,-6.1
1969-12-27,1969,-5.3
1969-12-28,1969,-3.1
1969-12-29,1969,-4.6
1969-12-30,1969,-4.5
1969-12-31,1969,-6.3
1970-01-01,1970,-7.7
1970-01-02,1970,-10.1
1970-01-03,1970,-13.1
1970-01-04,1970,-13.4
1970-01-05,1970,-19.8
1970-01-06,1970,-22.3
1970-01-07,1970,-19.3
1970-01-08,1970,-20.9
1970-01-09,1970,-15.7
1970-01-10,1970,-15.9
1970-01-11,1970,-7.2
1970-01-12,1970,-10.4
1970-01-13,1970,-14
1970-01-14,1970,-9.3
1970-01-15,1970,-3.9
1970-01-16,1970,-5.2
1970-01-17,1970,-14.8
1970-01-18,1970,-21.6
1970-01-19,1970,-23.5
1970-01-20,1970,-22.5
1970-01-21,1970,-24
1970-01-22,1970,-14.5
1970-01-23,1970,-12.5
1970-01-24,1970,-5.6
1970-01-25,1970,-1.1
1970-01-26,1970,-2.4
1970-01-27,1970,-2.3
1970-01-28,1970,2.7
1970-01-29,1970,-4
1970-01-30,1970,-4.6
1970-01-31,1970,-0.8
1970-02-01,1970,1.5
1970-02-02,1970,-13.2
1970-02-03,1970,-23.2
1970-02-04,1970,-11.4
1970-02-05,1970,-7.2
1970-02-06,1970,-1.2
1970-02-07,1970,1
1970-02-08,1970,-1
1970-02-09,1970,-4.4
1970-02-10,1970,-1.9
1970-02-11,1970,-5
1970-02-12,1970,-11.5
1970-02-13,1970,-16.7
1970-02-14,1970,-15.4
1970-02-15,1970,-9.9
1970-02-16,1970,-8.7
1970-02-17,1970,-0.4
1970-02-18,1970,-2.9
1970-02-19,1970,-11.8
1970-02-20,1970,-12.5
1970-02-21,1970,1.6
1970-02-22,1970,3.7
1970-02-23,1970,0.6
1970-02-24,1970,1.7
1970-02-25,1970,-10.4
1970-02-26,1970,-3.2
1970-02-27,1970,-4.9
1970-02-28,1970,-3.9
1970-03-01,1970,-0.6
1970-03-02,1970,0.7
1970-03-03,1970,5.2
1970-03-04,1970,2.2
1970-03-05,1970,1.3
1970-03-06,1970,2.9
1970-03-07,1970,1
1970-03-08,1970,-6.5
1970-03-09,1970,-5.9
1970-03-10,1970,-4.7
1970-03-11,1970,-4
1970-03-12,1970,-2.4
1970-03-13,1970,-5.3
